9789888139811	9789888139828	1.0	1.0	Buying beauty :
9789888139620	9789888139156	1.0	1.0	Sex and desire in Hong Kong /
9789888139583	EBL1073551	1.0	1.0	Islam in Hong Kong :
9789888139583	9789888139576	1.0	1.0	Islam in Hong Kong :
9789888139514	9789888083428	1.0	1.0	Learning and teaching in the Chinese classroom :
9789888139347	EBL1073549	1.0	1.0	Queer Singapore :
9789888139347	9789888139330	1.0	1.0	Queer Singapore :
9789888083428	EBL1043395	1.0	1.0	Learning and teaching in the chinese classroom :
9789888083237	9789888083244	1.0	1.0	Imagining Gay paradise :
9789888083084	EBL863897	1.0	1.0	Queer politics and sexual modernity in Taiwan /
9789888083084	9789888083077	1.0	1.0	Queer politics and sexual modernity in Taiwan /
9789888083022	9789888083015	1.0	1.0	Conditional spaces :
9789888028849	EBL863886	1.0	1.0	Return migration and identity :
9789888028849	9789888028832	1.0	1.0	Return migration and identity :
9789888028818	08712517X	1.0	1.0	Rebuilding the ancestral village :
9789888028795	EBL863869	1.0	1.0	English as a Lingua Franca in ASEAN :
9789888028672	EBL863877	1.0	1.0	Korean masculinities and transcultural consumption :
9789888028672	9789888028665	1.0	1.0	Korean masculinities and transcultural consumption :
9789888028474	EBL677303	1.0	1.0	Service-learning in Asia :
9789888028085	EBL677506	1.0	1.0	Where there are Asians, there are rice cookers :
9789888028023	EBL677237	1.0	1.0	Curriculum, schooling and society in Hong Kong /
9789888028016	9789888028023	1.0	1.0	Curriculum, schooling and society in Hong Kong /
9789881785237	EBL971890	1.0	1.0	Portraits of 21st century Chinese universities :
9789881785237	9789400727885	1.0	1.0	Portraits of 21st century Chinese universities :
9789881785237	377595225	1.0	1.0	Portraits of 21st century Chinese universities :
9789881785220	EBL885930	1.0	1.0	Citizenship pedagogies in Asia and the Pacific /
9789881727336	9789889997441	1.0	1.0	The synthetic phonics toolkit :
9789814522731	EBL312337	1.0	1.0	Principles of artificial neural networks /
9789814436359	9789814436366	1.0	1.0	The protein folding problem and its solutions /
9789814436304	9789814436311	1.0	1.0	The geology of the modern cancer epidemic :
9789814436212	EBL312339	1.0	1.0	Quantitative and empirical analysis of energy markets /
9789814425346	9789814289108	1.0	1.0	China's exchange rate system reform :
9789814401654	091145317	1.0	1.0	From Adam Smith to Michael Porter :
9789814401234	EBL234358	1.0	1.0	Information theory and evolution /
9789814401234	335866565	1.0	1.0	Information theory and evolution /
9789814401227	EBL234358	1.0	1.0	Information theory and evolution /
9789814401227	9789814401234	1.0	1.0	Information theory and evolution /
9789814401227	335866565	1.0	1.0	Information theory and evolution /
9789814382366	EBL433488	1.0	1.0	Managing in the discomfort zone :
9789814365710	9789814365727	1.0	1.0	An introduction to metabolic and cellular engineering /
9789814350846	EBL919077	1.0	1.0	Mathematical thinking :
9789814350846	9789814350839	1.0	1.0	Mathematical thinking :
9789814350426	EBL259282	1.0	1.0	Islamic banking and finance in South-East Asia :
9789814339827	9789814332323	1.0	1.0	A history of journalism in China.
9789814339827	9789814332316	1.0	1.0	A history of journalism in China.
9789814339827	9789814332309	1.0	1.0	A history of journalism in China.
9789814338882	9789814338899	1.0	1.0	Ad hoc and sensor networks :
9789814332477	9789814332163	1.0	1.0	Reform and development of China's economy.
9789814332347	9789814332323	1.0	1.0	A history of journalism in China /
9789814332347	9789814332316	1.0	1.0	A history of journalism in China /
9789814332347	9789814332309	1.0	1.0	A history of journalism in China /
9789814332330	9789814332323	1.0	1.0	A history of journalism in China /
